PASSENGERS,FREIGHT,MAIL,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,DEST_AIRPORT_ID,DEST_CITY_MARKET_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,YEAR,MONTH
0,0,0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10155,30155,ACT,"Waco, TX",TX,12892,32575,LAX,"Los Angeles, CA",CA,2024,3
0,0,0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,30185,AEX,"Alexandria, LA",LA,11292,30325,DEN,"Denver, CO",CO,2024,3
0,0,0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10257,30257,ALB,"Albany, NY",NY,10721,30721,BOS,"Boston, MA",MA,2024,3
0,0,0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10540,30540,BED,"Bedford, MA",MA,10721,30721,BOS,"Boston, MA",MA,2024,1
0,0,0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10559,30559,BFI,"Seattle, WA",WA,12892,32575,LAX,"Los Angeles, CA",CA,2024,3
39685,6366,0,DL,Delta Air Lines Inc.,10599,30599,BHM,"Birmingham, AL",AL,10397,30397,ATL,"Atlanta, GA",GA,2024,5
38068,5487,0,DL,Delta Air Lines Inc.,10599,30599,BHM,"Birmingham, AL",AL,10397,30397,ATL,"Atlanta, GA",GA,2024,6
36766,9702,0,DL,Delta Air Lines Inc.,10599,30599,BHM,"Birmingham, AL",AL,10397,30397,ATL,"Atlanta, GA",GA,2024,10
0,0,0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10693,30693,BNA,"Nashville, TN",TN,10721,30721,BOS,"Boston, MA",MA,2024,3
0,0,0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10693,30693,BNA,"Nashville, TN",TN,13930,30977,ORD,"Chicago, IL",IL,2024,3
0,0,0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10990,30990,CHO,"Charlottesville, VA",VA,12264,30852,IAD,"Washington, DC",VA,2024,1
0,0,0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11049,31049,CLL,"College Station/Bryan, TX",TX,13930,30977,ORD,"Chicago, IL",IL,2024,3
0,0,0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,31066,CMH,"Columbus, OH",OH,12264,30852,IAD,"Washington, DC",VA,2024,1
0,0,0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,31066,CMH,"Columbus, OH",OH,12264,30852,IAD,"Washington, DC",VA,2024,3
0,0,0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,31067,CMI,"Champaign/Urbana, IL",IL,13930,30977,ORD,"Chicago, IL",IL,2024,2
0,0,0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,33105,CVG,"Cincinnati, OH",KY,12892,32575,LAX,"Los Angeles, CA",CA,2024,2
0,0,0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,33105,CVG,"Cincinnati, OH",KY,12892,32575,LAX,"Los Angeles, CA",CA,2024,3
0,0,0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,33105,CVG,"Cincinnati, OH",KY,13930,30977,ORD,"Chicago, IL",IL,2024,1
0,0,0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11267,31267,DAY,"Dayton, OH",OH,12264,30852,IAD,"Washington, DC",VA,2024,1
0,0,0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11292,30325,DEN,"Denver, CO",CO,13930,30977,ORD,"Chicago, IL",IL,2024,2
0,0,0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11618,31703,EWR,"Newark, NJ",NJ,12264,30852,IAD,"Washington, DC",VA,2024,3
0,0,0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11697,32467,FLL,"Fort Lauderdale, FL",FL,11298,30194,DFW,"Dallas/Fort Worth, TX",TX,2024,3
0,0,0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11995,31995,GSO,"Greensboro/High Point, NC",NC,11292,30325,DEN,"Denver, CO",CO,2024,2
0,0,0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11995,31995,GSO,"Greensboro/High Point, NC",NC,12264,30852,IAD,"Washington, DC",VA,2024,1
0,0,0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12889,32211,LAS,"Las Vegas, NV",NV,12264,30852,IAD,"Washington, DC",VA,2024,2
0,0,0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12892,32575,LAX,"Los Angeles, CA",CA,13930,30977,ORD,"Chicago, IL",IL,2024,3
0,0,0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13495,33495,MSY,"New Orleans, LA",LA,13204,31454,MCO,"Orlando, FL",FL,2024,2
0,0,0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13891,32575,ONT,"Ontario, CA",CA,13303,32467,MIA,"Miami, FL",FL,2024,1
0,0,0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14492,34492,RDU,"Raleigh/Durham, NC",NC,11292,30325,DEN,"Denver, CO",CO,2024,1
0,0,0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14570,34570,RNO,"Reno, NV",NV,12892,32575,LAX,"Los Angeles, CA",CA,2024,1
0,0,0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14570,34570,RNO,"Reno, NV",NV,12892,32575,LAX,"Los Angeles, CA",CA,2024,3
0,0,0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14679,33570,SAN,"San Diego, CA",CA,12892,32575,LAX,"Los Angeles, CA",CA,2024,3
0,0,0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14683,33214,SAT,"San Antonio, TX",TX,13204,31454,MCO,"Orlando, FL",FL,2024,3
0,0,0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14683,33214,SAT,"San Antonio, TX",TX,13930,30977,ORD,"Chicago, IL",IL,2024,1
0,0,0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14711,34711,SCE,"State College, PA",PA,12264,30852,IAD,"Washington, DC",VA,2024,3
0,0,0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15016,31123,STL,"St. Louis, MO",MO,12892,32575,LAX,"Los Angeles, CA",CA,2024,3
0,0,0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15376,30436,TUS,"Tucson, AZ",AZ,11292,30325,DEN,"Denver, CO",CO,2024,1
0,0,0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15376,30436,TUS,"Tucson, AZ",AZ,11292,30325,DEN,"Denver, CO",CO,2024,2
35812,7749,0,DL,Delta Air Lines Inc.,10599,30599,BHM,"Birmingham, AL",AL,10397,30397,ATL,"Atlanta, GA",GA,2024,8
35756,8328,0,DL,Delta Air Lines Inc.,10599,30599,BHM,"Birmingham, AL",AL,10397,30397,ATL,"Atlanta, GA",GA,2024,4
35566,9915,0,DL,Delta Air Lines Inc.,10599,30599,BHM,"Birmingham, AL",AL,10397,30397,ATL,"Atlanta, GA",GA,2024,9
0,0,0,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",11982,31982,GRK,"Killeen, TX",TX,11298,30194,DFW,"Dallas/Fort Worth, TX",TX,2024,4
0,0,0,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",11995,31995,GSO,"Greensboro/High Point, NC",NC,12478,31703,JFK,"New York, NY",NY,2024,10
0,0,0,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",13198,33198,MCI,"Kansas City, MO",MO,12478,31703,JFK,"New York, NY",NY,2024,9
0,0,0,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",13198,33198,MCI,"Kansas City, MO",MO,12478,31703,JFK,"New York, NY",NY,2024,10
0,0,0,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",13198,33198,MCI,"Kansas City, MO",MO,13204,31454,MCO,"Orlando, FL",FL,2024,7
0,0,0,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",14877,34877,SLN,"Salina, KS",KS,12264,30852,IAD,"Washington, DC",VA,2024,2
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",10158,30158,ACY,"Atlantic City, NJ",NJ,12264,30852,IAD,"Washington, DC",VA,2024,11
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",10372,30372,ASE,"Aspen, CO",CO,12892,32575,LAX,"Los Angeles, CA",CA,2024,2
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",10423,30423,AUS,"Austin, TX",TX,12266,31453,IAH,"Houston, TX",TX,2024,12
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",10540,30540,BED,"Bedford, MA",MA,12264,30852,IAD,"Washington, DC",VA,2024,2
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",10540,30540,BED,"Bedford, MA",MA,12953,31703,LGA,"New York, NY",NY,2024,9
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",10540,30540,BED,"Bedford, MA",MA,13303,32467,MIA,"Miami, FL",FL,2024,2
33638,10196,0,DL,Delta Air Lines Inc.,10599,30599,BHM,"Birmingham, AL",AL,10397,30397,ATL,"Atlanta, GA",GA,2024,3
33593,7836,0,DL,Delta Air Lines Inc.,10599,30599,BHM,"Birmingham, AL",AL,10397,30397,ATL,"Atlanta, GA",GA,2024,12
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",10693,30693,BNA,"Nashville, TN",TN,12264,30852,IAD,"Washington, DC",VA,2024,9
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",10721,30721,BOS,"Boston, MA",MA,12264,30852,IAD,"Washington, DC",VA,2024,1
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",10721,30721,BOS,"Boston, MA",MA,12264,30852,IAD,"Washington, DC",VA,2024,12
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",10800,32575,BUR,"Burbank, CA",CA,12892,32575,LAX,"Los Angeles, CA",CA,2024,9
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",10800,32575,BUR,"Burbank, CA",CA,12892,32575,LAX,"Los Angeles, CA",CA,2024,10
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",10800,32575,BUR,"Burbank, CA",CA,12892,32575,LAX,"Los Angeles, CA",CA,2024,11
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",10800,32575,BUR,"Burbank, CA",CA,14771,32457,SFO,"San Francisco, CA",CA,2024,1
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",10800,32575,BUR,"Burbank, CA",CA,14771,32457,SFO,"San Francisco, CA",CA,2024,5
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",10800,32575,BUR,"Burbank, CA",CA,14771,32457,SFO,"San Francisco, CA",CA,2024,12
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",10849,30849,BZN,"Bozeman, MT",MT,14771,32457,SFO,"San Francisco, CA",CA,2024,12
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",11259,30194,DAL,"Dallas, TX",TX,12266,31453,IAH,"Houston, TX",TX,2024,4
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",11259,30194,DAL,"Dallas, TX",TX,12266,31453,IAH,"Houston, TX",TX,2024,6
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",11259,30194,DAL,"Dallas, TX",TX,12266,31453,IAH,"Houston, TX",TX,2024,10
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",11510,31510,EGV,"Eagle River, WI",WI,12892,32575,LAX,"Los Angeles, CA",CA,2024,8
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",12191,31453,HOU,"Houston, TX",TX,10397,30397,ATL,"Atlanta, GA",GA,2024,12
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",12191,31453,HOU,"Houston, TX",TX,12953,31703,LGA,"New York, NY",NY,2024,12
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",12197,31703,HPN,"White Plains, NY",NY,12264,30852,IAD,"Washington, DC",VA,2024,9
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",12197,31703,HPN,"White Plains, NY",NY,12264,30852,IAD,"Washington, DC",VA,2024,11
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",12264,30852,IAD,"Washington, DC",VA,13930,30977,ORD,"Chicago, IL",IL,2024,12
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",12758,32758,KOA,"Kona, HI",HI,14771,32457,SFO,"San Francisco, CA",CA,2024,6
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",12889,32211,LAS,"Las Vegas, NV",NV,12892,32575,LAX,"Los Angeles, CA",CA,2024,6
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",12892,32575,LAX,"Los Angeles, CA",CA,14771,32457,SFO,"San Francisco, CA",CA,2024,10
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",13117,33117,LVK,"Livermore, CA",CA,14771,32457,SFO,"San Francisco, CA",CA,2024,10
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",13232,30977,MDW,"Chicago, IL",IL,12266,31453,IAH,"Houston, TX",TX,2024,12
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",13232,30977,MDW,"Chicago, IL",IL,13930,30977,ORD,"Chicago, IL",IL,2024,2
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",13487,31650,MSP,"Minneapolis, MN",MN,14771,32457,SFO,"San Francisco, CA",CA,2024,2
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",13796,32457,OAK,"Oakland, CA",CA,14771,32457,SFO,"San Francisco, CA",CA,2024,5
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",13898,32467,OPF,"Miami, FL",FL,13303,32467,MIA,"Miami, FL",FL,2024,12
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",14027,34027,PBI,"West Palm Beach/Palm Beach, FL",FL,12266,31453,IAH,"Houston, TX",TX,2024,12
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",14570,34570,RNO,"Reno, NV",NV,12266,31453,IAH,"Houston, TX",TX,2024,10
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",14689,34689,SBA,"Santa Barbara, CA",CA,12892,32575,LAX,"Los Angeles, CA",CA,2024,4
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",14730,33044,SDF,"Louisville, KY",KY,13930,30977,ORD,"Chicago, IL",IL,2024,12
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",14831,32457,SJC,"San Jose, CA",CA,12892,32575,LAX,"Los Angeles, CA",CA,2024,8
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",14831,32457,SJC,"San Jose, CA",CA,12892,32575,LAX,"Los Angeles, CA",CA,2024,10
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",14831,32457,SJC,"San Jose, CA",CA,12892,32575,LAX,"Los Angeles, CA",CA,2024,11
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",14831,32457,SJC,"San Jose, CA",CA,14771,32457,SFO,"San Francisco, CA",CA,2024,7
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",14996,30731,SSI,"Brunswick, GA",GA,12266,31453,IAH,"Houston, TX",TX,2024,9
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",15030,35030,SUA,"Stuart, FL",FL,12264,30852,IAD,"Washington, DC",VA,2024,12
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",15070,31703,SWF,"Newburgh/Poughkeepsie, NY",NY,12264,30852,IAD,"Washington, DC",VA,2024,6
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",15167,35167,TEB,"Teterboro, NJ",NJ,10721,30721,BOS,"Boston, MA",MA,2024,5
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",15167,35167,TEB,"Teterboro, NJ",NJ,12478,31703,JFK,"New York, NY",NY,2024,6
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",15167,35167,TEB,"Teterboro, NJ",NJ,14771,32457,SFO,"San Francisco, CA",CA,2024,12
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",15304,33195,TPA,"Tampa, FL",FL,12264,30852,IAD,"Washington, DC",VA,2024,12
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",15376,30436,TUS,"Tucson, AZ",AZ,12892,32575,LAX,"Los Angeles, CA",CA,2024,3
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",15376,30436,TUS,"Tucson, AZ",AZ,12892,32575,LAX,"Los Angeles, CA",CA,2024,11
0,0,0,27Q,"Jet Aviation Flight Services, Inc.",15398,30423,TX6,"Horseshoe Bay, TX",TX,14771,32457,SFO,"San Francisco, CA",CA,2024,9
0,0,0,2LQ,Tropic Ocean Airways LLC,10154,30154,ACK,"Nantucket, MA",MA,12478,31703,JFK,"New York, NY",NY,2024,6
0,0,0,2LQ,Tropic Ocean Airways LLC,10927,30927,CDW,"Caldwell, NJ",NJ,12478,31703,JFK,"New York, NY",NY,2024,8
0,0,0,2LQ,Tropic Ocean Airways LLC,11697,32467,FLL,"Fort Lauderdale, FL",FL,13303,32467,MIA,"Miami, FL",FL,2024,6
0,0,0,2LQ,Tropic Ocean Airways LLC,11697,32467,FLL,"Fort Lauderdale, FL",FL,13303,32467,MIA,"Miami, FL",FL,2024,8
0,0,0,2LQ,Tropic Ocean Airways LLC,11697,32467,FLL,"Fort Lauderdale, FL",FL,13303,32467,MIA,"Miami, FL",FL,2024,11
0,0,0,2LQ,Tropic Ocean Airways LLC,12222,32222,HTO,"East Hampton, NY",NY,12478,31703,JFK,"New York, NY",NY,2024,8
0,0,0,2LQ,Tropic Ocean Airways LLC,16832,31703,NYS,"New York, NY",NY,12478,31703,JFK,"New York, NY",NY,2024,6
0,0,0,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",10171,30194,ADS,"Dallas, TX",TX,13303,32467,MIA,"Miami, FL",FL,2024,1
0,0,0,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",10325,30325,APA,"Denver, CO",CO,12892,32575,LAX,"Los Angeles, CA",CA,2024,3
0,0,0,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",10423,30423,AUS,"Austin, TX",TX,12266,31453,IAH,"Houston, TX",TX,2024,8
0,0,0,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",10540,30540,BED,"Bedford, MA",MA,12264,30852,IAD,"Washington, DC",VA,2024,1
0,0,0,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",10559,30559,BFI,"Seattle, WA",WA,12892,32575,LAX,"Los Angeles, CA",CA,2024,1
0,0,0,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",10849,30849,BZN,"Bozeman, MT",MT,12892,32575,LAX,"Los Angeles, CA",CA,2024,2
0,0,0,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",10849,30849,BZN,"Bozeman, MT",MT,14771,32457,SFO,"San Francisco, CA",CA,2024,2
0,0,0,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",11728,31728,FOK,"Westhampton, NY",NY,12266,31453,IAH,"Houston, TX",TX,2024,5
0,0,0,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",11789,30194,FTW,"Dallas/Fort Worth, TX",TX,11298,30194,DFW,"Dallas/Fort Worth, TX",TX,2024,7
0,0,0,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",12124,32124,HHH,"Hilton Head, SC",SC,10721,30721,BOS,"Boston, MA",MA,2024,7
0,0,0,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",12211,32211,HSH,"Las Vegas, NV",NV,12264,30852,IAD,"Washington, DC",VA,2024,6
0,0,0,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",12211,32211,HSH,"Las Vegas, NV",NV,12892,32575,LAX,"Los Angeles, CA",CA,2024,5
0,0,0,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",12441,32441,JAC,"Jackson, WY",WY,11292,30325,DEN,"Denver, CO",CO,2024,1
0,0,0,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",12451,31136,JAX,"Jacksonville, FL",FL,12264,30852,IAD,"Washington, DC",VA,2024,3
0,0,0,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",12451,31136,JAX,"Jacksonville, FL",FL,13204,31454,MCO,"Orlando, FL",FL,2024,3
0,0,0,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",12451,31136,JAX,"Jacksonville, FL",FL,13303,32467,MIA,"Miami, FL",FL,2024,2
0,0,0,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",12758,32758,KOA,"Kona, HI",HI,12892,32575,LAX,"Los Angeles, CA",CA,2024,9
0,0,0,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",12889,32211,LAS,"Las Vegas, NV",NV,12892,32575,LAX,"Los Angeles, CA",CA,2024,8
0,0,0,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",12889,32211,LAS,"Las Vegas, NV",NV,14771,32457,SFO,"San Francisco, CA",CA,2024,2
0,0,0,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",12892,32575,LAX,"Los Angeles, CA",CA,14771,32457,SFO,"San Francisco, CA",CA,2024,5
0,0,0,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",13295,33192,MHR,"Sacramento, CA",CA,14771,32457,SFO,"San Francisco, CA",CA,2024,9
0,0,0,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",13398,33398,MMU,"Morristown, NJ",NJ,13303,32467,MIA,"Miami, FL",FL,2024,5
0,0,0,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",13830,33830,OGG,"Kahului, HI",HI,14771,32457,SFO,"San Francisco, CA",CA,2024,1
0,0,0,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",13898,32467,OPF,"Miami, FL",FL,12953,31703,LGA,"New York, NY",NY,2024,9
0,0,0,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",14027,34027,PBI,"West Palm Beach/Palm Beach, FL",FL,13303,32467,MIA,"Miami, FL",FL,2024,1
0,0,0,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",14100,34100,PHL,"Philadelphia, PA",PA,10721,30721,BOS,"Boston, MA",MA,2024,3
0,0,0,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",14307,30721,PVD,"Providence, RI",RI,13303,32467,MIA,"Miami, FL",FL,2024,8
0,0,0,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",14689,34689,SBA,"Santa Barbara, CA",CA,14771,32457,SFO,"San Francisco, CA",CA,2024,7
0,0,0,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",14771,32457,SFO,"San Francisco, CA",CA,12892,32575,LAX,"Los Angeles, CA",CA,2024,5
0,0,0,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",14831,32457,SJC,"San Jose, CA",CA,12892,32575,LAX,"Los Angeles, CA",CA,2024,9
0,0,0,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",14831,32457,SJC,"San Jose, CA",CA,14771,32457,SFO,"San Francisco, CA",CA,2024,1
0,0,0,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",15023,34433,STS,"Santa Rosa, CA",CA,14771,32457,SFO,"San Francisco, CA",CA,2024,9
0,0,0,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",15167,35167,TEB,"Teterboro, NJ",NJ,10721,30721,BOS,"Boston, MA",MA,2024,5
0,0,0,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",15167,35167,TEB,"Teterboro, NJ",NJ,13204,31454,MCO,"Orlando, FL",FL,2024,2
0,0,0,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",15167,35167,TEB,"Teterboro, NJ",NJ,13303,32467,MIA,"Miami, FL",FL,2024,5
0,0,0,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",15618,32575,VNY,"Van Nuys, CA",CA,12892,32575,LAX,"Los Angeles, CA",CA,2024,1
0,0,0,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",15618,32575,VNY,"Van Nuys, CA",CA,12892,32575,LAX,"Los Angeles, CA",CA,2024,2
0,0,0,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",15618,32575,VNY,"Van Nuys, CA",CA,12892,32575,LAX,"Los Angeles, CA",CA,2024,3
0,0,0,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",15618,32575,VNY,"Van Nuys, CA",CA,14771,32457,SFO,"San Francisco, CA",CA,2024,2
0,0,0,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",15618,32575,VNY,"Van Nuys, CA",CA,14771,32457,SFO,"San Francisco, CA",CA,2024,9
0,0,0,5Y,Atlas Air Inc.,10279,30279,AMA,"Amarillo, TX",TX,13303,32467,MIA,"Miami, FL",FL,2024,6
0,0,0,5Y,Atlas Air Inc.,10347,30347,ARA,"New Iberia, LA",LA,13303,32467,MIA,"Miami, FL",FL,2024,12
0,0,0,5Y,Atlas Air Inc.,10397,30397,ATL,"Atlanta, GA",GA,10397,30397,ATL,"Atlanta, GA",GA,2024,9
0,0,0,5Y,Atlas Air Inc.,10397,30397,ATL,"Atlanta, GA",GA,12478,31703,JFK,"New York, NY",NY,2024,7
0,0,0,5Y,Atlas Air Inc.,10397,30397,ATL,"Atlanta, GA",GA,12478,31703,JFK,"New York, NY",NY,2024,9
0,0,0,5Y,Atlas Air Inc.,10397,30397,ATL,"Atlanta, GA",GA,12892,32575,LAX,"Los Angeles, CA",CA,2024,3
0,0,0,5Y,Atlas Air Inc.,10397,30397,ATL,"Atlanta, GA",GA,13303,32467,MIA,"Miami, FL",FL,2024,6
0,0,0,5Y,Atlas Air Inc.,10397,30397,ATL,"Atlanta, GA",GA,13303,32467,MIA,"Miami, FL",FL,2024,8
0,0,0,5Y,Atlas Air Inc.,10397,30397,ATL,"Atlanta, GA",GA,13303,32467,MIA,"Miami, FL",FL,2024,10
0,0,0,5Y,Atlas Air Inc.,10397,30397,ATL,"Atlanta, GA",GA,13930,30977,ORD,"Chicago, IL",IL,2024,4
32923,6459,0,DL,Delta Air Lines Inc.,10599,30599,BHM,"Birmingham, AL",AL,10397,30397,ATL,"Atlanta, GA",GA,2024,7
31539,8441,0,DL,Delta Air Lines Inc.,10599,30599,BHM,"Birmingham, AL",AL,10397,30397,ATL,"Atlanta, GA",GA,2024,11
28203,10247,0,DL,Delta Air Lines Inc.,10599,30599,BHM,"Birmingham, AL",AL,10397,30397,ATL,"Atlanta, GA",GA,2024,2
24908,10463,0,DL,Delta Air Lines Inc.,10599,30599,BHM,"Birmingham, AL",AL,10397,30397,ATL,"Atlanta, GA",GA,2024,1
0,0,0,5Y,Atlas Air Inc.,10721,30721,BOS,"Boston, MA",MA,10721,30721,BOS,"Boston, MA",MA,2024,6
0,0,0,5Y,Atlas Air Inc.,10994,30994,CHS,"Charleston, SC",SC,13303,32467,MIA,"Miami, FL",FL,2024,2
